code,name,city,country
SSH,Sharm El Sheikh Airport,Sharm el-Sheikh,EG
SSI,Malcolm Mckinnon,Brunswick,US
SSJ,Stokka Airport,Solfjellsjoen,NO
SSK,Sturt Creek,,AU
SSL,Santa Rosalia,Miraflores,CO
SSM,Sault Ste Marie Municipal Airport,Sault Ste Marie,CA
SSN,Seoul AB,Seongnam-si,KR
SSO,Sao Lourenco,Sao Lourenco,BR
SSP,Silver Plains,,AU
SSQ,La Sarre,La Sarre,CA
SSR,Sara,,VU
SSS,Siassi,,PG
SST,Santa Teresita,Arroyo Seco,AR
SSU,Greenbrier,White Sulphur Springs,US
SSV,Siasi,Manubul,PH
SSW,Stuart Island,,US
SSX,Samsun Samair Airport,Samsun,TR
SSY,M'banza Congo,Mbanza Congo,AO
SSZ,Santos,Sao Vicente,BR
STA,Stauning Vestjyllands Airport,Ringkobing,DK
STB,L Delicias,San Carlos del Zulia,VE
STC,Saint Cloud Regional,Saint Cloud,US
STD,Mayo Guerrero,San Rafael del Pinal,VE
STE,Stevens Point,Stevens Point,US
STF,Stephen Island,,AU
STG,St. George Island Airport,Dutch Harbor,US
STH,Strathmore,,AU
STI,Cibao International Airport,Licey al Medio,DO
STJ,Rosecrans Memorial,Savannah,US
STK,Crosson Field,Sterling,US
STL,Lambert-St. Louis International Airport,Woodson Terrace,US
STM,Santarem-Maestro Wilson Fonseca Airport,Santarem,BR
STN,Stansted Airport,Takeley,GB
STP,St. Paul Downtown Airport,Saint Paul,US
STQ,St Marys,Saint Marys,US
STR,Stuttgart Airport,Leinfelden-Echterdingen,DE
STS,Sonoma County Airport,Windsor,US
STT,Cyril E. King Airport,Charlotte Amalie,VI
STU,Santa Cruz,Corozal,BZ
STV,Surat Gujarat Airport,Surat,IN
STW,Stavropol Airport,Moskovskoye,RU
STX,Henry E. Rohlsen Airport,Saint Croix,VI
STY,Salto,Concordia,UY
STZ,Confresa,,BR
SUA,Witham Field,Stuart,US
SUB,Juanda International Airport,Semampirbarat,ID
SUC,Schloredt,Sundance,US
SUD,Stroud,Stroud,US
SUE,Door County,Sturgeon Bay,US
SUF,Lamezia Terme International Airport,Santa Eufemia Lamezia,IT
SUG,Surigao Airport,Mati,PH
SUH,Sur,Sur,OM
SUI,Babusheri,Dranda,GE
SUJ,Satu Mare International Airport,Madaras,RO
SUK,Sakkyryr Airport,Tonghae,RU
SUL,Sui,Dera Bugti,PK
SUM,Sumter Municipal Airport,East Sumter,US
SUN,Friedman Memorial Airport,Hailey,US
SUO,Sun River,Sunriver,US
SUP,Trunojoyo,Sumurasin,ID
SUQ,Sucua,Sucua,EC
SUR,Summer Beaver,,CA
SUS,Spirit of St. Louis Airport,Hazelwood,US
SUT,Sumbawanga,Sumbawanga,TZ
SUU,Travis AFB,Vacaville,US
SUV,Nausori Airport,Suva,FJ
SUW,Richard I Bong Airport,Superior,US
SUX,Sioux Gateway Airport,Sergeant Bluff,US
SUY,Suntar,Suntar,RU
SUZ,Suria,,PG
SVA,Savoonga Airport,Lavrentiya,US
SVB,Sambava,,MG
SVC,Grant County Airport,Hurley,US
SVD,Argyle International Airport,Kingstown,VC
SVE,Susanville,Susanville,US
SVF,Save,Save,BJ
SVG,Stavanger Airport Sola,Sola,NO
SVH,Statesville Municipal,Statesville,US
SVI,San Vicente,Puerto Rico,CO
SVJ,Helle Airport,Svolvaer,NO
SVK,Silver Creek,Placencia,BZ
SVL,Savonlinna Airport,Savonlinna,FI
SVM,St Pauls,,AU
SVN,Hunter AAF,Savannah,US
SVO,Sheremetyevo International Airport,Khimki,RU
SVP,Kuito (Silva Porto),Cuito,AO
SVQ,Seville Airport,,ES
SVS,Stevens Village,,US
SVT,Savuti,Katima Mulilo,BW
SVU,Savusavu Airport,,FJ
SVV,San Salvador De,,VE
SVW,Sparrevohn AFS,,US
SVX,Koltsovo International Airport,Istok,RU
SVY,Savo,,SB
SVZ,San Antonio,San Antonio del Tachira,VE
SWA,Jieyang Chaoshan Airport,,CN
SWB,Shaw River,,AU
SWC,Stawell,Stawell,AU
SWD,Seward,Bear Creek,US
SWE,Siwea,,PG
SWF,Stewart International Airport,Orange Lake,US
SWG,Satwag,,PG
SWH,Swan Hill,Swan Hill,AU
SWJ,South West Bay,,VU
SWL,Spanish Wells,Spanish Wells,BS
SWM,Suia-Missu,Sinop,BR
SWN,Sahiwal,Sahiwal,PK
SWO,Searcy Field,Stillwater,US
SWP,Swakopmund,,
SWQ,Sultan Muhammad Kaharuddin III Airport,Karangbugis,ID
SWR,Silur,,PG
SWS,Swansea Airport,Fairwood Common,GB
SWT,Strezhevoy Airport,Izluchinsk,RU
SWU,Suwon,Suwon-si,KR
SWV,Severo-Evensk Airport,Evensk,RU
SWW,Sweetwater,Sweetwater,US
SWX,Shakawe,Shakawe,BW
SWY,Sitiawan,Lumut,MY
SXA,Sialum,Finschhafen,PG
SXB,Strasbourg Airport,,FR
SXC,Avalo Vor/WP,,US
SXE,Sale,Sale,AU
SXF,Schonefeld Airport,Schonefeld,DE
SXG,Senanga,Senanga,ZM
SXH,Sehulea,,PG
SXI,Sirri Island,Abu Musa,IR
SXJ,Shanshan,Shanshan,CN
SXK,Saumlaki Olilit Airport,Tual,ID
SXL,Sligo,,IE
SXM,Princess Juliana International Airport,Marigot,SX
SXN,Suapan,Dukwe,BW
SXO,Sao Felix Do Araguaia,Gurupi,BR
SXP,Sheldon Sea Plane Base,,US
SXQ,Soldotna,Soldotna,US
SXR,Srinagar International Airport,Soyibug,IN
SXS,Sahabat 16,Larap,MY
SXT,Taman Negara,Kuala Lipis,MY
SXU,Soddu,Boditi,ET
SXV,Salem,Salem,IN
SXW,Sauren,,PG
SXX,Sao Felix Do Xingu,Sao Felix do Xingu,BR
SXY,Sidney,Sidney,US
SXZ,Siirt Airport,Civankan,TR
SYA,Shemya AFB,Tilichiki,US
SYB,Seal Bay,,US
SYC,Shiringayoc,San Lorenzo,PE
SYD,Sydney (Kingsford Smith) Airport,,AU
SYE,Sadah,Saqayn,YE
SYF,Silva Bay,,CA
SYH,Syangboche,Namche Bazar,NP
SYI,Bomar Field,Shelbyville,US
SYJ,Sirjan,Sirjan,IR
SYK,Stykkisholmur,Stykkisholmur,IS
SYL,Roberts AAF,San Miguel,US
SYM,Pu'er Simao Airport,Simao,CN
SYN,Carleton,Stanton,US
SYO,Shonai Airport,Tsuruoka,JP
SYP,Santiago,Santiago de Veraguas,PA
SYQ,Tobias Bolaños International,San Rafael,CR
SYR,Hancock International Airport,North Syracuse,US
SYS,Saskylakh Airport,,RU
SYT,Charolais Bourgogne S.,Saint-Yan,FR
SYU,Warraber Island,,AU
SYV,Sylvester,Sylvester,US
SYW,Sehwen Sharif,Sehwan,PK
SYX,Sanya Phoenix International Airport,,CN
SYY,Stornoway Airport,Stornoway,GB
SYZ,Shiraz International Airport,Shiraz,IR
SZA,Soyo Airport,Soio,AO
SZB,Sultan Abdul Aziz Shah Airport,Kampung Baru Subang,MY
SZC,Guanacaste,,CR
SZE,Semera Airport,Dubti,ET
SZF,Samsun-Carsamba Airport,Dikbiyik,TR
SZG,W. A. Mozart Salzburg Airport,,AT
SZH,Senipah,Samboja,ID
SZI,Zaisan,Zaysan,KZ
SZJ,Siguanea,Nueva Gerona,CU
SZK,Skukuza Airport,,ZA
SZL,Whiteman AFB,Warrensburg,US
SZM,Sesriem,Maltahohe,
SZN,Santa Cruz Island,Isla Vista,US
SZP,Oxnard,Santa Paula,US
SZQ,Saenz Pena,Caseros,AR
SZR,Stara Zagora,Stara Zagora,BG
SZS,Stewart Island,Bluff,NZ
SZT,San Cristobal Airport,Mitziton,MX
SZU,Segou,Segou,ML
SZV,Suzhou,Shuangta,CN
SZW,Parchim Airport,Domsuhl,DE
SZX,Shenzhen Bao'an International Airport,Fuyong,CN
SZY,Olsztyn-Mazury Airport,Michalow-Reginow,PL
SZZ,Goleniow Airport,Goleniow,PL
TAA,Tarapaina,Taro'a,SB
TAB,A.N.R. Robinson International Airport,Scarborough,TT
TAC,D. Z. Romualdez Airport,Panalanoy,PH
TAD,Las Animas,Trinidad,US
TAE,Daegu International Airport,Daegu,KR
TAF,Tafaraoui,Es Senia,DZ
TAG,Bohol-Panglao,Tagbilaran City,PH
TAH,Tanna Airport,Isangel,VU
TAI,Al Janad,Dhi as Sufal,YE
TAJ,Tadji,,PG
TAK,Takamatsu Airport,Takamatsu-shi,JP
TAL,Ralph Calhoun,,US
TAM,Tampico International Airport,Tampico,MX
TAN,Tangalooma,Woorim,AU
TAO,Qingdao Liuting International Airport,,CN
TAP,Tapachula International Airport,Tapachula,MX
TAQ,Tarcoola,Coober Pedy,AU
TAR,M. A. Grottag,Monteiasi,IT
TAS,Yuzhny Airport,Tashkent,UZ
TAT,Poprad/Tatry Airport,Svit,SK
TAU,Tauramena,Tauramena,CO
TAV,Tau Island Airport,Ta`u,AS
TAW,Tacuarembo,Tacuarembo,UY
TAX,Taliabu,Bobong,ID
TAY,Tartu Airport,Ulenurme,EE
TAZ,Dashoguz,Dasoguz,TM
TBA,Tabibuga,,PG
TBB,Tuy Hoa Airport,Tuy Hoa,VN
TBC,Tuba City,Tuba City,US
TBD,Timbiqui,Timbiqui,CO
TBE,Timbunke,Angoram,PG
TBF,Tabiteuea North,,KI
TBG,Tabubil Airport,,PG
TBH,Romblon,Tugdan,PH
TBI,New Bright,Arthur's Town,BS
TBJ,Tabarka,Tabarka,TN
TBK,Timber Creek,,AU
TBL,Tableland,,AU
TBM,Tumbang Samba,Halimaung Jaya (F-3),ID
TBN,Forney AAF,Fort Leonard Wood,US
TBO,Tabora Airport,Tabora,TZ
TBP,Capitan FAP Pedro Canga Rodriguez Airport,Tumbes,PE
TBQ,Tarabo,,PG
TBR,Statesboro-Bulloch County Airport,Statesboro,US
TBS,Tbilisi International Airport,Didi Lilo,GE
TBT,Tabatinga International Airport,Tabatinga,BR
TBU,Fua'amotu International Airport,Vaini,TO
TBV,Tabal,Ailuk,MH
TBW,Tambov Donskoye Airport,Tambov,RU
TBX,Tambelan Airport,Pulo Batal,ID
TBY,Tsabong,Tshabong,BW
TBZ,Tabriz Airport,Tabriz,IR
TCA,Tennant Creek,Tennant Creek,AU
TCB,Treasure Cay Airport,Cooper's Town,BS
TCC,Tucumcari,Tucumcari,US
TCD,Tarapaca,Tarapaca,CO
TCE,Tulcea,Tulcea,RO
TCF,Tocoa,Tocoa,HN
TCG,Tacheng,Qaxa,CN
TCH,Tchibanga,Tchibanga,GA
TCI,Terney Airport,Terney,RU
TCJ,Torembi Airport,,PG
TCK,Tinboli Airport,Ambunti,PG
TCL,Van De Graaf,Northport,US
TCM,McChord AFB,Steilacoom,US
TCN,Tehuacan,San Isidro Vista Hermosa,MX
TCO,La Florida Airport,Tumaco,CO
TCP,Taba International,,EG
TCQ,Tacna Airport,Tacna,PE
TCR,Tuticorin Airport,Korampallam,IN
TCS,Truth or Consequences,Truth or Consequences,US
TCT,Takotna,,US
TCU,Thaba Nchu,Thaba Nchu,ZA
TCW,Tocumwal,Finley,AU
TCX,Tabas,Tabas,IR
TCY,Terrace Bay,Khorixas,
TCZ,Tengchong Tuofeng Airport,Tengyue,CN
TDA,Trinidad,San Luis de Palenque,CO
TDB,Tetabedi,,PG
TDD,Teniente Jorge Henrich Arauz Airport,Trinidad,BO
TDG,Tandag,Socorro,PH
TDJ,Tadjoura,Tadjoura,DJ
TDK,Taldy-Kurgan,Taldykorgan,KZ
TDL,Tandil,Tandil,AR
TDN,Theda Station,,AU
TDO,Winlock,Winlock,US
TDP,Trompeteros,Marigot,PE
TDR,Theodore,,AU
TDS,Sasereme,,PG
TDT,Tanda Tula,,ZA
TDV,Tanandava,Manja,MG
TDW,Tradewind,Amarillo,US
TDX,Trat Airport,Laem Ngop,TH
TDZ,Toledo,Toledo,US
TEA,Tela,Tela,HN
TEB,Teterboro Airport,Moonachie,US
TEC,Telemaco Borba,Telemaco Borba,BR
TED,Thisted,Hanstholm,DK
TEE,Cheikh Larbi Tebessi Airport,Tebessa,DZ
TEF,Telfer Airport,,AU
TEG,Tenkodogo,Tenkodogo,BF
TEH,Tetlin,,US
TEI,Tezu,Tezu,IN
TEK,Tatitlek,,US
TEL,Telupid,Ranau,MY
TEM,Temora,Junee,AU
TEN,Tongren Airport,Chatian,CN
TEO,Terapo,Kerema,PG
TEP,Teptep,,PG
TEQ,Corlu,Tekirdag,TR
TER,Lajes Field,Praia da Vitoria,PT
TES,Tessenei,Teseney,ER
TET,Matundo Airport,Tete,MZ
TEU,Manapouri,Te Anau,NZ
TEV,Teruel Airport,Cella,ES
TEX,Telluride Regional,,US
TEY,Thingeyri,Isafjoerdur,IS
TEZ,Tezpur Airport,Tezpur,IN
TFB,Tifalmin,,PG
TFF,Tefe Airport,Tefe,BR
TFI,Tufi,,PG
TFL,Teofilo Otoni,Teofilo Otoni,BR
TFM,Telefomin,,PG
TFN,Tenerife North Airport,La Laguna,ES
TFR,Ramadan,Al Khankah,EG
TFS,Tenerife South Airport,San Isidro,ES
TFT,Taftan,Khash,PK
TFU,Chengdu Tianfu International Airport,Jiancheng,CN
TFY,Muhammad Taufiq Kiemas Airport,Krui,ID
TGA,Tengah Air Base,Johor Bahru,SG
TGB,Tagbita,Susupu,PH
TGC,Tanjung Manis Airport,Sarikei,MY
TGD,Podgorica Airport,Mojanovici,ME
TGE,Sharpe Field,Tuskegee,US
TGG,Sultan Mahmud Airport,Kuala Terengganu,MY
TGH,Tongoa,,VU
TGI,Tingo Maria,Tingo Maria,PE
TGJ,Tiga,Tadine,NC
TGK,Taganrog,Taganrog,RU
TGL,Tagula,Samarai,PG
TGM,Transilvania,Sancraiu de Mures,RO
TGN,La Trobe Regional,Traralgon,AU
TGO,Tongliao Airport,Tongliao,CN
TGP,Podkamennaya Tunguska Airport,Podkamennaya Tunguska,RU
TGQ,Tangara da Serra,Nova Olimpia,BR
TGR,Touggourt Airport,Touggourt,DZ
TGS,Chokwe,Chokwe,MZ
TGT,Tanga Airport,Tanga,TZ
TGU,Toncontin Airport,Tegucigalpa,HN
TGV,Targovishte,Suedinenie,BG
TGZ,Angel Albino Corzo International Airport,Ignacio Allende,MX
THA,Tullahoma/William Northern Field,,US
THB,Thaba-Tseka,Bergville,LS
THC,Tchien,Zwedru,LR
THD,Bai Thuong Airport,Thi Tran Tho Xuan,VN
THE,Teresina Airport,Teresina,BR
THG,Thangool,,AU
THH,Taharoa,Raglan,NZ
THI,Tichitt,'Ayoun el 'Atrous,MR
THK,Thakhek,Thakhek,LA
THL,Tachilek Airport,Mae Sai,MM
THM,Thompsonfield,Mexico,US
THN,Trollhattan Airport,Trollhattan,SE
THO,Thorshofn,,IS
THP,Hot Springs,Thermopolis,US
THQ,Maijishan,Beidao,CN
THR,Mehrabad International Airport,Tehran,IR
THS,Sukhothai Airport,Si Samrong,TH
THT,Tamchakett,Kiffa,MR
THU,Pituffik Airport,,GL
THV,York Airport,Valley View,US
THW,Harbour SPB,,LK
THX,Turukhansk Airport,Turukhansk,RU
THY,Thohoyandou,Thohoyandou,ZA
THZ,Tahoua,Tahoua,NE
TIA,Tirana International Airport,Preze,AL
TIB,Tibu,Tibu,CO
TIC,Tinak Island,Arno,MH
TID,Bouchekif Abde Al-hafidh Boussof,Tiaret,DZ
TIE,Tippi,Tippi,ET
TIF,Taif Airport,Ta'if,SA
TIG,Tingwon,,PG
TIH,Tikehau Atoll Airport,,PF
TII,Tirinkot,Tarinkot,AF
TIJ,Tijuana Airport,Tijuana,MX
TIK,Tinker AFB,Midwest City,US
TIL,Inverlake,Bembridge,CA
TIM,Timika Airport,Mapurujaya,ID
TIN,Tindouf Airport,Tindouf,DZ
TIO,Tilin,Nay Pyi Taw,MM
TIP,Tripoli International Airport,Al 'Aziziyah,LY
TIQ,Tinian International,San Jose Village,MP
TIR,Tirupati Airport,Renigunta,IN
TIS,Thursday Island,,AU
TIU,Timaru Airport,Timaru,NZ
TIV,Tivat Airport,Tivat,ME
TIW,Industrial,Wollochet,US
TIX,Space Coast Regional,Port Saint John,US
TIY,Tidjikja,Tidjikja,MR
TIZ,Tari Airport,Tari,PG
TJA,Capitan Oriel Lea Plaza Airport,Tarija,BO
TJB,Tanjung Balai,Tanjungbalai,ID
TJC,Ticantiki,Nargana,PA
TJG,Tanjung Warukin,Simpang,ID
TJH,Tajima,Toyooka,JP
TJI,Capiro,Trujillo,HN
TJK,Tokat,Yesilyurt,TR
TJL,Três Lagoas Airport,Tres Lagoas,BR
TJM,Roshchino International Airport,Moskovskiy,RU
TJN,Takume,Atuona,PF
TJQ,Bulutumbang Airport,Tanjung Pandan,ID
TJS,Tanjung Selor,Tanjung Palas,ID
TJU,Kulyab Airport,Kulob,TJ
TJV,Thanjavur,Thanjavur,IN
TKA,Talkeetna,,US
TKB,Tekadu,,PG
TKC,Tiko,Mutengene,CM
TKD,Takoradi Airport,,GH
TKE,Tenakee SPB,Sitka,US
TKF,Truckee-Tahoe,Truckee,US
TKG,Radin Inten II Airport,Natar,ID
TKH,Nakhon Sawan,Takhli,TH
TKI,Tokeen,,US
TKJ,Tok,,US
TKK,Chuuk International Airport,Weno Town,FM
TKL,Taku SPB,,US
TKM,El Peten,,GT
TKN,Tokunoshima,Naze,JP
TKO,Tlokoeng,Mokhotlong,LS
TKP,Takapoto,,PF
TKQ,Kigoma Airport,Kigoma,TZ
TKR,Thakurgaon,Thakurgaon,BD
TKS,Tokushima Awaodori Airport,Narutocho-mitsuishi,JP
TKT,Tak,Tak,TH
TKU,Turku Airport,Turku,FI
TKV,Tatakoto,,PF
TKW,Tekin,Porgera,PG
TKX,Takaroa,Tautira,PF
TKY,Turkey Creek,,AU
TKZ,Tokoroa,Tokoroa,NZ
TLA,Teller Airport,,US
TLB,Tarbela,Khalabat,PK
TLC,Toluca International Airport,Toluca,MX
TLD,Limpopo Valley,Mathathane,BW
TLE,Tulear,Toliara,MG
TLF,Telida,Y,US
TLG,Tulagi Island,Tulaghi,SB
TLH,Tallahassee International Airport,Tallahassee,US
TLI,Tolitoli,Tolitoli,ID
TLJ,Tatalina AFS,,US
TLK,Talakan,Vitim,RU
TLL,Tallinn Airport,Tallinn,EE
TLM,Zenata Airport,Remchi,DZ
TLN,Hyeres Airport,,FR
TLO,Tol,,PG
TLP,Tumolbil,,PG
TLQ,Turpan Jiaohe Airport,Laochenglu,CN
TLR,Mefford Field,Tulare,US
TLS,Toulouse-Blagnac Airport,Blagnac,FR
TLT,Tuluksak Airport,,US
TLU,Tolu,Tolu,CO
TLV,Ben Gurion International Airport,Kefar Habad,IL
TLW,Talasea,,PG
TLX,Talca,Talca,CL
TLY,Plastun Airport,Plastun,RU
TLZ,Catalao,Catalao,BR
TMA,Henry Tift Myers,Unionville,US
TMB,Tamiami,Country Walk,US
TMC,Tambolaka Airport,Maredakamau,ID
TMD,Timbedra,Nema,MR
TME,Gabriel Vargas Santos Airport,Tame,CO
TMF,Thimarafushi Airport,Veymandoo,MV
TMG,Tomanggong,Lahad Datu,MY
TMH,Tanahmerah,Tanahmerah,ID
TMI,Tumling Tar Airport,,NP
TMJ,Termez Airport,Tirmiz,UZ
TMK,Tamky,Tam Ky,VN
TML,Tamale Airport,Tamale,GH
TMM,Tamatave,Toamasina,MG
TMN,Tamana Island,Toga Village,KI
TMO,Tumeremo,Guasipati,VE
TMP,Tampere-Pirkkala Airport,Pirkkala,FI
TMQ,Tambao,Tin-Akoff,BF
TMR,Aguenar - Hadj Bey Akhamok Airport,Tamanrasset,DZ
TMS,Sao Tome Island Airport,Sao Tome,ST
TMT,Trombetas,Abidos,BR
TMU,Tambor Airport,Paquera,CR
TMW,Tamworth Airport,Phillip,AU
TMX,Timimoun Airport,Timimoun,DZ
TMY,Tiom,Karubaga,ID
TMZ,Thames,Thames,NZ
TNA,Jinan Yaoqiang International Airport,Jinan,CN
TNB,Tanah Grogot,Tanahgrogot,ID
TNC,Tin City Afs,,US
TND,Trinidad,Trinidad,CU
TNE,Tanegashima,Nishinoomote,JP
TNF,Toussus-le-noble,Villiers-le-Bacle,FR
TNG,Tangier Ibn Battouta Airport,Boukhalef,MA
TNH,Tonghua Sanyuanpu Airport,Hulutao,CN
TNI,Satna,Satna,IN
TNJ,Kidjang Airport,Tanjungpinang,ID
TNK,Tununak,,US
TNL,Ternopol,Ternopil',UA
TNM,Teniente R. Marsh Martin,Stanley,AQ
TNN,Tainan Airport,Tainan,TW
TNO,Tamarindo,Santa Cruz,CR
TNP,Twentynine Palms,Twentynine Palms,US
TNQ,Teraina,,KI
TNR,Antananarivo Airport,Antananarivo,MG
TNS,Tungsten,,CA
TNT,Dade Collier,Miami,US
TNU,Newton Municipal Airport,Newton,US
TNV,Tabuaeran,Napari Village,KI
TNW,Jumandy,,EC
TNX,Stung Treng,Stung Treng,KH
TNZ,Tosontsengel,Tosontsengel,MN
TOA,Torrance Airport,Torrance,US
TOB,Tobruk,Tobruk,LY
TOC,Toccoa RG Letourneau Field,Toccoa,US
TOD,Tioman,Kampung Tekek,MY
TOE,Tozeur Airport,Tozeur,TN
TOF,Tomsk Airport,Tomsk,RU
TOG,Togiak Village,,US
TOH,Torres Airstrip,,VU
TOI,Troy Municipal Airport,Troy,US
TOJ,Torrejon AFB,San Fernando de Henares,ES
TOK,Torokina,,PG
TOL,Toledo Express Airport,Whitehouse,US
TOM,Tombouctou,Timbuktu,ML
TON,Tonu,,PG
TOO,San Vito,San Vito,CR
TOP,Philip Billard,Topeka,US
TOQ,Barriles,Tocopilla,CL
TOR,Torrington Municipal Airport,Torrington,US
TOS,Tromso/Langnes Airport,Tromso,NO
TOT,Coronie,Totness,SR
TOU,Touho,Touho,NC
TOV,West End SPB,,VG
TOW,Toledo,Toledo,BR
TOX,Tobolsk,Tobol'sk,RU
TOY,Toyama Airport,Toyama-shi,JP
TOZ,Touba,Touba,CI
TPA,Tampa International Airport,Egypt Lake-Leto,US
TPC,Tarapoa,Montalvo,EC
TPE,Taiwan Taoyuan International Airport,Taoyuan City,TW
TPF,Peter O'Knight,Tampa,US
TPG,Taiping,Taiping,MY
TPH,Tonopah Airport,,US
TPI,Tapini,,PG
TPJ,Taplejung Suketar,,NP
TPK,Tapaktuan,Tapaktuan,ID
TPL,Draughon-miller Central Texas Regional,Morgans Point Resort,US
TPN,Tiputini,Pantoja,EC
TPO,Tanalian Point,Anchor Point,US
TPP,Cad. FAP Guillermo del Castillo Paredes Airport,Tarapoto,PE
TPQ,Tepic Airport,Tepic,MX
TPR,Tom Price,,AU
TPS,Trapani-Birgi Airport,Marsala,IT
TPT,Tapeta,Toulepleu Guere,LR
TPU,Tikapur,Tikapur,NP
TPX,Tupai,Faanui,PF
TQD,Al Taqaddum AB,Al Fallujah,IQ
TQL,Tarko-Sale,Tarko-Sale,RU
TQN,Taluqan,Taloqan,AF
TQO,Aeropuerto Internacional de Tulum Felipe Carrillo Puerto,Tulum,MX
TQP,Trepell Airport,,AU
TQQ,Maranggo Airport,Lasehao,ID
TQR,San Domino Island,Isole Tremiti,IT
TQS,Tres Esquinas,Solano,CO
TRA,Tarama,Hirara,JP
TRB,Gonzalo,Turbo,CO
TRC,Francisco Sarabia International Airport,Torreon,MX
TRD,Trondheim Airport Vaernes,Stjordal,NO
TRE,Tiree Airport,Barra,GB
TRF,Torp Sandefjord Airport,Sandefjord,NO
TRG,Tauranga City Airport,Tauranga,NZ
TRH,Trona,Searles Valley,US
TRI,Tri-Cities Regional Airport,Spurgeon,US
TRJ,Tarakbits,Mindiptana,PG
TRK,Juwata International Airport,Tarakan,ID
TRL,Terrell Field,Terrell,US
TRM,Thermal,East Hemet,US
TRN,Turin Airport,Caselle Torinese,IT
TRO,Taree Airport,Cundletown,AU
TRP,Tree Point Heliport,,US
TRQ,Tarauaca,Tarauaca,BR
TRR,China Bay,Trincomalee,LK
TRS,Trieste - Friuli Venezia Giulia Airport,Ronchi dei Legionari,IT
TRT,Tremonton,Tremonton,US
TRU,Trujillo Airport,Huanchaco,PE
TRV,Trivandrum International Airport,Thiruvananthapuram,IN
TRW,Bonriki Airport,Betio Village,KI
TRX,Memorial,Trenton,US
TRY,Tororo,Tororo,UG
TRZ,Tiruchirapalli International Airport,Tiruchirappalli,IN
TSA,Taipei Songshan Airport,Taipei,TW
TSB,Tsumeb,Tsumeb,
TSC,Taisha,Taisha,EC
TSD,Tshipise,Messina,ZA
TSF,Treviso Airport,Treviso,IT
TSG,Intermediate,,US
TSH,Tshikapa,Tshikapa,CD
TSI,Tsili Tsili,,PG
TSJ,Tsushima Airport,Busan,JP
TSK,Taskul,Kavieng,PG
TSL,Tamuin,Tamuin,MX
TSM,Taos,Taos,US
TSN,Tianjin Binhai International Airport,,CN
TSO,Tresco,Hugh Town,GB
TSP,Kern County,Tehachapi,US
TSQ,Torres,Torres,BR
TSR,Timisoara Traian Vuia International Airport,Giarmata-Vii,RO
TSS,East 34th St Heliport,East Newark,US
TST,Trang Airport,Trang,TH
TSU,Tabiteuea South,Temaiku Village,KI
TSV,Townsville Airport,Townsville,AU
TSW,Tsewi,,PG
TSX,Tanjung Santan,Bontang Baru,ID
TSY,Tasikmalaya,Jati,ID
TSZ,Tsetserleg,Jargalant,MN
TTA,Tan Tan Airport,Tan-Tan,MA
TTB,Arbatax,Tortoli,IT
TTC,Taltal,Taltal,CL
TTD,Troutdale,La Center,US
TTE,Babullah Airport,Ternate,ID
TTG,Tartagal,Tartagal,AR
TTH,Thumrait,Salalah,OM
TTI,Tetiaroa Island,Mahina,PF
TTJ,Tottori Airport,Tottori,JP
TTL,Turtle Island,,FJ
TTM,Tablon De Tamara,Pore,CO
TTN,Trenton-Mercer Airport,Ewing,US
TTO,Britton Municipal Airport,Britton,US
TTQ,Tortuquero,Cariari,CR
TTR,Tana Toraja,Tangratte,ID
TTS,Tsaratanana,,MG
TTT,Taitung Airport,Taitung City,TW
TTU,Sania Ramel,Tetouan,MA
TTW,Tissa Tank,Wattegama,LK
TTX,Mungalalu Truscott Airbase,,AU
TUA,Tulcan,Tulcan,EC
TUB,Tubuai,Moerai,PF
TUC,Benj Matienzo,San Miguel de Tucuman,AR
TUD,Tambacounda,Tambacounda,SN
TUE,Tupile,Nombre de Dios,PA
TUF,Val de Loire Airport,Parcay-Meslay,FR
TUG,Tuguegarao Airport,Carig,PH
TUH,Arnold AFS,Tullahoma,US
TUI,Turaif Airport,Turayf,SA
TUJ,Tum,Bako,ET
TUK,Turbat Airport,Turbat,PK
TUL,Tulsa International Airport,Owasso,US
TUM,Tumut,Tumut,AU
TUN,Tunis-Carthage International Airport,Ariana,TN
TUO,Taupo Airport,Taupo,NZ
TUP,Tupelo Regional Airport,Tupelo,US
TUQ,Tougan,Tougan,BF
TUR,Tucurui,Tucurui,BR
TUS,Tucson International Airport,Summit,US
TUT,Tauta,,PG
TUU,Tabuk Regional Airport,Tabuk,SA
TUV,Tucupita,Tucupita,VE
TUW,Tubala,Mulatupo,PA
TUX,Tumbler Ridge,Tumbler Ridge,CA
TUY,Tulum,Tulum,MX
TUZ,Tucuma,Tupa,BR
TVA,Morafenobe,Mahabe,MG
TVC,Cherry Capital Airport,Traverse City,US
TVF,Thief River Falls Regional Airport,Thief River Falls,US
TVI,Thomasville Municipal Airport,Thomasville,US
TVL,South Lake Tahoe,South Lake Tahoe,US
TVS,Tangshan Sannuhe Airport,Fengrun,CN
TVU,Matei Airport,Lambasa,FJ
TVY,Dawe Airport,Dawei,MM
TWA,Twin Hills,,US
TWB,Toowoomba,Wilsonton Heights,AU
TWC,Tumxuk Tangwangcheng Airport,Aqal,CN
TWD,Port Townsend,Port Townsend,US
TWE,Taylor,,US
TWF,Magic Valley Regional Airport,Twin Falls,US
TWH,Two Harbors,Avalon,US
TWN,Tewantin,Noosaville,AU
TWP,Torwood,,AU
